#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MN428051	58.461
MN284901	40.996
MN284900	50.575
MN270892	92.039
MN270891	92.039
MN270890	40.313
MN270889	40.313
MN270888	43.885
MN270887	43.885
MN399336	89.762
MN334766	212.807
MN164484	49.553
MN510331	39.704
MK061416	35.189
MH165274	166.487
MN172529	136.234
MN128594	138.918
MK416017	43.942
MK455769	45.057
MG432137	48.659
MN234222	41.554
MN234216	129.136
MN234212	51.159
MN234204	41.555
MN234203	53.235
MN234189	50.448
MN234184	38.341
MN234181	41.583
MN234178	45.507
MN234177	41.555
MN234170	54.301
MN234169	49.127
MN234163	41.555
MN224566	51.546
MN212906	39.963
MK813940	45.698
MK947460	45.126
MK947459	112.513
MK947458	111.347
MN218775	40.792
MN266305	5.386
MN316588	108.64
MN176232	52.371
MN176231	52.37
MN176229	55.382
MN176226	55.312
MN176225	55.687
MN176224	55.901
MN176223	56.127
MN176222	55.479
MN176221	52.749
MN176220	52.749
MN310547	51.393
MN310545	54.857
MN310543	39.924
MN317029	60.975
MK714353	44.913
MK533143	45.026
MK416013	57.025
MK416018	34.141
MK448235	42.666
MK448233	42.666
MK448237	51.967
MK448234	48.23
MK448232	34.2
MK448231	48.131
MK448230	47.305
MK433583	17.998
MK433579	36.137
MK422455	36.124
MK422451	84.199
MK416007	40.495
MK416014	29.301
MK416015	38.322
MK416019	39.953
MK416022	57.402
KX765863	59.106
KX765862	59.132
MK257723	41.981
MK257722	41.142
MK257720	41.426
MK257719	41.476
MK660712	16.658
MH707430	55.455
KY087898	53.333
MK733264	34.969
MK733263	34.969
MK733261	39.751
MK733260	39.751
MK733259	39.492
MK733262	35.029
MK557849	52.012
MK017820	18.958
MK017819	52.658
MH999280	39.531
MH999279	18.212
MH746817	95.343
MK931440	44.155
MN166823	25.624
MN204504	56.311
MN204500	55.728
MN204497	55.097
MN204495	55.563
MN204494	55.699
MN204493	82.302
MN204492	55.521
MN184887	147.321
MN184886	62.716
MN184885	39.848
MN304941	140.246
MN176574	40.361
MN176573	44.266
MN176572	43.091
MH766655	37.136
MN101226	122.724
KX452700	58.058
KX452699	59.23
KX452698	193.624
KX452697	160.268
KX452696	44.911
KX452695	146.203
MN252582	39.05
MN215888	76.2
MN385565	5.386
MN276049	94.068
MN191861	42.798
MN337887	21.006
MN159079	260.857
MN163281	70.678
MH729379	133.806
MN187969	111.039
MN131141	66.612
MK972696	40.012
NC_040375	6.434
NC_040374	5.004
NC_040373	4.892
NC_040350	5.497
NC_040349	4.662
NC_040342	5.398
NC_040341	6.357
NC_040329	5.312
NC_040328	5.36
LR588166	288.17
MN153503	165.032
MN131143	66.049
MN131142	65.69
MN148435	76.964
MN103543	301.543
MN103542	55.876
MK799650	87.872
MK791318	5.484
MK359990	59.334
LR535913	239.951
LR535912	240.197
LR535904	240.197
MK016663	79.639
MN335165	4.768
MK972717	110.795
MK972716	107.763
MK972715	107.763
MK972714	30.037
MK972713	30.046
MK972712	30.164
MK972711	31.123
MK972710	30.92
MK972709	113.437
MK972708	114.355
MK972707	114.855
MK972706	41.772
MK972705	41.523
MK972704	112.879
MK972703	41.795
MK972702	41.392
MK972701	41.731
MK972700	31.6
MK972699	156.329
MK972698	158.539
MK972697	40.139
MK972695	40.139
MK972694	42.143
MK972693	42.016
MK972692	42.916
MK972691	41.396
MK972690	152.926
MK972689	40.115
MK972688	39.988
MK972687	42.001
MK972686	42.016
MK972685	42
MH299806	65.128
MK962758	86.219
MK962757	170.74
MK962756	168.306
MK962755	167.852
MK962754	168.893
MK962753	176.009
MK962752	168.349
MK962751	51.854
MK962750	167.247
MK962749	139.598
KY250034	44.609
MN096369	121.35
MK421971	161.728
MN013090	68.439
MN013089	156.945
MN013088	42.859
MN013087	51.678
MN013085	39.556
MN013083	51.78
MN013082	40.171
MN013081	169.384
MN013078	51.562
MN013075	54.438
MN013074	38.603
MN101230	164.27
MN101229	158.756
MN101228	108.916
MN101227	38.503
MN101225	98.975
MN101224	59.583
MN101223	168.074
MN101222	52.904
MN101221	131.2
MN101220	43.883
MN101219	43.735
MN101218	40.622
MN101217	43.746
MN101216	41.023
MK813943	102.915
MK813942	41.963
MK813941	124.279
MK813939	138.69
MK813938	115.893
MK770413	53.494
MK770412	84.567
MK770410	114.437
MN013086	45.702
MN153797	48.822
MN150686	157.977
MK728541	44.283
MH460829	165.975
MN183282	113.685
MK512531	6.454
KR347355	29.338
KR337653	29.324
MH363700	150.764
MF668268	41.903
KT355474	41.901
FJ174692	58.554
FJ168662	64.618
EU770222	70.11
MN119377	49.42
MN026741	110.466
MN103401	42.129
MN055691	49.89
MN028536	40.093
MN022787	109.654
MN019128	49.526
MK976036	17.223
MN163280	122.71
MN150710	18.028
MK443266	63.016
MK443264	92.73
MK443265	48.656
MK089780	41.767
MH719195	39.02
MH719194	39.676
MH719193	38.579
MH719192	39.816
MH719191	38.255
MH719190	38.223
MH719189	38.122
MH885472	30.24
MG575420	53.343
MK509462	158.755
MK886800	166.176
AY500153	52.25
AY500152	51.277
MK562503	43.63
MN062720	54.844
MN062718	50.293
MN062713	41.77
MN062712	50.077
MN062711	53.981
MN062708	52.441
MN062706	50.143
MN062705	50.493
MN062703	42.562
MN062702	41.8
MN043730	158.674
MN043729	161.583
MN062709	41.806
MG383452	158.639
MK967400	41.555
MK967399	50.574
MK967395	53.04
MK967394	41.516
MK967393	49.66
MK967392	50.919
MK967391	41.797
MK967388	41.798
MK967384	51.789
MK967380	43.943
MH976516	66.432
MH590606	40.494
JF937091	74.997
MG198780	66.392
MG198778	66.359
MG198777	67.743
MG198776	67.383
DQ398042	42.289
AY129333	57.05
MK797984	286.783
MN096378	40.381
MN096368	50.891
MN096367	40.373
MN096362	48.201
MN128593	65.468
MN114083	65.66
MN114082	64.629
MN052874	37.414
MN022785	167.532
MK804892	42.249
MK570057	13.425
MK570056	14.659
MK570055	28.967
MK570054	27.57
MK570053	27.548
MN090155	48.939
MK937602	39.183
MK937595	39.535
MG575421	42.396
MG575419	42.696
MG575418	42.112
MN010758	43.143
MN010756	67.906
MK962641	74.744
MK962640	43.773
MK962639	71.71
MK962638	43.049
MK962637	46.352
MK962636	46.036
MK962635	45.5
MK962634	46.178
MK962633	46.703
MK962632	70.103
MK962631	74.096
MK962630	73.413
MK962629	73.898
MK962628	43.287
MK962627	45.83
MK962626	73.834
MN094788	221.431
MK358448	238.053
MK672805	51.907
MK672804	54.138
MK672803	54.138
MK672802	41.427
MK672801	54.432
MK672800	54.432
MK672799	54.432
MK368614	242.446
MH618488	57.811
MN018232	213.993
MK929790	62.362
MN082625	20.083
MN082624	26.061
MN038179	161.842
MN038178	163.54
MN038177	73.168
MN038176	162.042
MN038175	173.72
MN080711	40.05
MK919482	53.746
MK919475	41.901
MK919472	53.136
MK919471	41.8
MK905543	238.099
MK867835	113.979
MK838116	260.31
MK838115	97.988
MK838114	97.408
MK838113	61.426
MK838112	101.39
MK838111	41.985
MK838110	42.002
MK838109	42.002
MK838108	42.008
MK838107	42.002
MK798144	49.935
MK798143	49.99
MK798142	49.744
MK801683	42.911
MK801682	42.414
MK801681	45.346
MK801680	45.533
MK770415	42.016
MK770414	45.914
MK770411	52.438
MK770409	41.396
MK761199	42.013
MK761198	41.83
MK761197	41.396
MK761196	42.199
MK761195	43.514
MK084630	23.953
MK795384	144.685
MH809528	38.843
MG765278	38.716
MG765275	37.921
LR535917	236.956
LR535911	240.197
LR535908	240.197
LR535907	240.197
LR535906	240.197
LR535905	240.198
LR535903	240.194
LR535901	242.624
MK318083	114.901
MK977707	49.798
MK977703	40.317
MK977700	67.086
MK977697	41.542
MK977696	151.316
MK977695	150.83
MK801735	52.009
MK801732	56.665
MK801731	56.665
MK894437	41.67
MK894432	40.313
MN013356	91.394
MK934841	41.303
MK907780	128.289
MK895508	120.106
MK893987	88.129
MK882925	36.291
MK817115	352.598
NC_043427	24.893
NC_043029	7.648
NC_043028	7.19
NC_007823	6.065
NC_007827	6.259
NC_007825	5.538
NC_007824	6.051
NC_007822	6.068
NC_007820	6.039
NC_007819	6.071
NC_007818	6.068
LR596903	44.991
LR596902	45.629
MN067333	62.668
MK977694	167.353
MK112901	48.608
MK814754	52.656
MK524525	52.018
MK524523	53.581
MK359354	49.593
MK359331	52.843
MK359299	51.703
MK310142	51.854
MH651180	53.35
MH598805	41.323
MH632117	48.502
MH598798	42.01
MH598799	37.251
MH598800	41.046
MH598801	42.221
MH598802	41.415
MH598803	42.6
MH598804	42.385
MH598806	38.357
MH598807	42.622
MH590595	50.535
MH579717	42.809
MH576975	49.097
MH479919	52.695
MH450133	51.822
MH338239	50.505
MH230878	51.745
MH230876	53.287
MG962372	51.521
MG962370	50.294
MH000606	52.157
MH001458	53.134
MG944220	52.601
MG925344	53.317
MG925342	52.695
MG925340	53.325
MG812495	52.034
MG812489	51.083
MG099951	50.907
MF919508	51.017
KX712238	52.32
KX550443	51.743
KX702320	51.646
KX369586	52.501
KT626047	50.628
KT438500	50.614
KT388014	51.161
KT326768	51.409
KT363731	52.055
KP027204	53.058
KJ690250	50.61
KJ409696	53.255
KJ194585	51.781
KJ174156	52.136
KF493880	52.39
KF024726	53.701
JX307705	49.186
JN699016	52.379
JN398369	50.844
JF937110	51.381
JF937108	52.298
JF937103	51.426
JF957057	53.171
GU247132	53.137
EU826470	49.487
EU744252	51.621
EU744249	51.478
AF271693	50.55
AF022214	49.136
LR596615	354.378
LR596614	48.466
LC487997	24.274
LC487996	25.488
MK820638	53.147
MK804893	122.963
MK804891	43.233
MK883718	133.317
MK883717	136.993
MK795385	40.746
MN027503	151.985
MN013189	92.627
MK984681	41.593
MK816297	60.626
MK809530	112.311
MK803322	63.016
MK800154	58.938
MK792752	136.801
MH809531	140.527
MH809530	141.344
MH809529	137.973
MG765279	139.45
MG765277	141.124
MG944235	45.969
MG944232	46.278
MG944230	47.397
MG944227	46.195
MH443101	47.116
MH443100	46.835
KY006473	47.079
MG852086	42.031
MK504446	136.608
MK504445	80.538
MK504444	140.816
MK504443	136.442
MK504442	41.292
MK215646	157.804
MH203383	40.789
MG747435	39.309
MK875800	50.877
MK875794	40.332
MK875792	58.758
MK770119	116.649
MK942064	45.011
MK843319	51.949
MK965970	88.966
MK965969	89.091
MK773491	348.718
MK778457	49.847
MK779875	54.381
MK496826	4.148
MK496825	4.289
MK496824	4.304
MK496823	4.307
MK496822	4.323
MK496821	4.381
MK496820	4.485
MK496819	4.492
MK496818	4.526
MK496817	4.588
MK496816	4.591
MK496815	4.602
MK496814	4.609
MK496813	4.684
MK496812	4.723
MK496811	4.736
MK496810	4.75
MK496809	4.765
MK496808	4.776
MK496807	4.78
MK496806	5.06
MK496805	5.076
MK496804	5.089
MK496803	5.108
MK496802	5.111
MK496801	5.117
MK496800	5.119
MK496799	5.129
MK496798	5.171
MK496797	5.204
MK496796	5.206
MK496795	5.225
MK496794	5.232
MK496793	5.235
MK496792	5.247
MK496791	5.25
MK496790	5.251
MK496789	5.271
MK496788	5.278
MK496787	5.291
MK496786	5.319
MK496785	5.375
MK496784	5.38
MK496783	5.402
MK496782	5.415
MK496781	5.518
MK496780	5.529
MK496779	5.54
MK496778	5.547
MK496777	5.559
MK496776	5.576
MK496775	5.595
MK496774	5.63
MK496773	5.664
MK496772	5.694
MK496771	5.809
MK496770	5.869
MK496769	5.891
MK496768	5.957
MK496767	5.963
MK496766	6.002
MK496765	6.097
MK496764	6.107
MK496763	6.14
MK496762	6.146
MK496761	6.394
MK496760	6.415
MK496759	6.887
MK496758	4.709
MK496757	4.161
MK496756	4.203
MK496755	4.404
MK496754	4.482
MK496753	4.53
MK496752	4.558
MK496751	4.59
MK496750	4.592
MK496749	4.61
MK496748	4.611
MK496747	4.635
MK496746	4.672
MK496745	4.718
MK496744	4.757
MK496743	4.785
MK496742	4.852
MK496741	4.866
MK496740	4.905
MK496739	4.915
MK496738	4.936
MK496737	4.939
MK496736	4.955
MK496735	4.956
MK496734	4.979
MK496733	4.989
MK496732	4.996
MK496731	5.001
MK496730	5.059
MK496729	5.067
MK496728	5.074
MK496727	5.085
MK496726	5.123
MK496725	5.124
MK496724	5.132
MK496723	5.134
MK496722	5.188
MK496721	5.207
MK496720	5.221
MK496719	5.243
MK496718	4.514
MK496717	5.267
MK496716	5.278
MK496715	5.291
MK496714	5.314
MK496713	5.316
MK496712	5.318
MK496711	5.364
MK496710	5.375
MK496709	5.489
MK496708	5.49
MK496707	5.508
MK496706	5.508
MK496705	5.562
MK496704	5.61
MK496703	5.647
MK496702	5.663
MK496701	5.675
MK496700	5.68
MK496699	5.707
MK496698	5.735
MK496697	5.767
MK496696	5.779
MK496695	5.785
MK496694	5.791
MK496693	5.865
MK496692	5.869
MK496691	5.986
MK496690	6.036
MK496689	6.096
MK496688	6.173
MK496687	6.242
MK496686	6.209
MK496685	6.272
MK496684	6.356
MK496683	6.391
MK496682	6.391
MK496681	6.415
MK496680	5.585
MK496679	5.881
NC_011399	8.929
NC_007461	4.53
JQ340774	60.496
MH444512	36.607
MG944226	39.307
MG944218	39.307
MG944216	39.307
LR535921	240.111
LR535920	240.198
LR535919	240.196
LR535918	240.196
LR535916	240.197
LR535915	233.195
LR535914	239.842
LR535910	241.405
LR535909	240.197
LR535902	240.197
MK765669	4.383
MK765668	4.389
MK765667	5.554
MK765666	5.823
MK765665	5.837
MK765664	5.998
MK765663	4.389
MK765662	4.845
MK765661	5.554
MK765660	5.663
MK765659	5.671
MK765658	5.823
MK765657	5.975
MK765656	4.389
MK765655	5.554
MK765654	4.389
MK765653	4.597
MK765652	5.788
MK765651	5.816
MK765650	6.243
MK765649	5.122
MK765648	5.781
MK765647	5.82
MK765646	4.242
MK765645	4.294
MK765644	4.298
MK765643	4.337
MK765642	4.345
MK765641	4.37
MK765640	4.392
MK765639	4.483
MK765638	5.537
MK765637	5.775
MK765636	5.83
MK765635	5.853
MK765634	5.915
MK765633	5.973
MK765632	5.977
MK765631	6.078
MK765630	6.096
MK765629	6.29
MK765628	6.343
MK765627	6.43
MK765626	6.526
MK765625	6.53
MK765624	6.456
MK765623	6.549
MK765622	4.392
MK765621	4.395
MK765620	4.951
MK765619	5.507
MK765618	5.65
MK765617	5.676
MK765616	5.735
MK765615	5.807
MK765614	5.81
MK765613	5.835
MK765612	5.944
MK765611	5.983
MK765610	5.985
MK765609	5.985
MK765608	6.126
MK765607	5.895
MK765606	5.891
MK765605	4.372
MK765604	4.389
MK765603	4.395
MK765602	4.829
MK765601	5.403
MK765600	5.705
MK765599	5.729
MK765598	5.751
MK765597	5.764
MK765596	5.895
MK765595	5.908
MK765594	5.912
MK765593	5.948
MK765592	5.982
MK765591	5.986
MK765590	6.154
MK765589	6.204
MK765588	6.338
MK765587	6.418
MK765586	5.735
MK765585	4.217
MK765584	4.25
MK765583	4.346
MK765582	4.374
MK765581	4.389
MK765580	4.444
MK765579	4.513
MK765578	4.531
MK765577	4.545
MK765576	4.6
MK765575	4.607
MK765574	4.732
MK765573	4.841
MK765572	4.851
MK765571	4.587
MK765570	5.355
MK765569	5.409
MK765568	5.438
MK765567	5.684
MK765566	5.764
MK765565	5.837
MK765564	5.85
MK765563	5.912
MK765562	5.961
MK765561	5.983
MK765560	5.986
MK765559	4.383
MK765558	4.389
MK765557	5.554
MK765556	5.665
MK765555	5.672
MK765554	5.788
MK765553	5.823
MK765552	5.975
MK765551	6.243
MK249234	4.232
MK249233	4.17
MK249232	4.237
MK249231	4.238
MK249230	4.302
MK249229	4.32
MK249228	4.205
MK249227	4.318
MK249226	4.276
MK249225	4.351
MK249224	4.293
MK249223	4.368
MK249222	4.391
MK249221	4.422
MK249220	4.4
MK249219	4.445
MK249218	4.387
MK249217	4.401
MK249216	4.459
MK249215	4.41
MK249214	4.487
MK249213	4.502
MK249212	4.484
MK249211	4.35
MK249210	4.483
MK249209	4.438
MK249208	4.443
MK249207	4.46
MK249206	4.46
MK249205	4.549
MK249204	4.521
MK249203	4.529
MK249202	4.471
MK249201	4.538
MK249200	4.547
MK249199	4.335
MK249198	4.551
MK249197	4.488
MK249196	4.558
MK249195	4.498
MK249194	4.57
MK249193	4.503
MK249192	4.581
MK249191	4.507
MK249190	4.51
MK249189	4.499
MK249188	4.591
MK249187	4.617
MK249186	4.621
MK249185	4.59
MK249184	4.596
MK249183	4.608
MK249182	4.618
MK249181	4.647
MK249180	4.706
MK249179	4.68
MK249178	4.692
MK249177	4.721
MK249176	4.706
MK249175	4.7
MK249174	4.646
MK249173	4.721
MK249172	4.733
MK249171	4.63
MK249170	4.615
MK249169	4.768
MK249168	4.779
MK249167	4.825
MK249166	4.799
MK249165	4.858
MK249164	4.711
MK249163	4.774
MK249162	4.789
MK249161	4.765
MK249160	4.87
MK249159	4.901
MK249158	4.633
MK249157	4.901
MK249156	4.98
MK249155	4.637
MK249154	4.667
MK249153	4.581
MK249152	4.731
MK249151	4.521
MK249150	4.633
MK249149	4.565
MK249148	6.565
MK249147	4.461
MK249146	4.498
MK249145	4.727
MK249144	4.841
MK249143	4.474
MK249142	4.689
MK249141	4.557
MK249140	4.694
MK249139	4.582
MK249138	4.231
MK249137	4.565
MK249136	4.656
MK249135	4.324
MK249134	4.483
MK249133	4.379
MK249132	4.675
MK249131	4.594
MK249130	4.66
MK249129	4.625
MK249128	4.544
MK249127	4.873
MK660713	40.234
MK308637	38.82
MK016497	42.363
MK016495	42.363
MH825712	62.517
MH825698	54.473
MH697589	41.706
MH590604	40.494
MH590590	41.872
MH513982	40.306
MH513981	41.573
MH479922	41.93
MH271320	47.921
MH271301	56.708
MH271292	56.707
MH153811	41.793
MH153806	41.555
MH153805	41.812
MH153802	41.803
MH047631	67.539
MH045565	41.858
MH045564	41.555
MH045563	41.874
MH045562	41.801
MH045560	41.846
MH045559	41.908
MH045558	41.858
MH045555	42.027
MH045554	41.804
MG962367	41.562
MG962360	41.834
MG944222	41.597
MG944219	41.803
MG925352	41.544
MG925347	39.64
MG925345	39.403
MG925343	39.64
MG920061	41.534
MG839030	41.862
MG839029	41.525
MG839028	41.553
MG839027	40.366
MG839026	41.86
MG839025	41.894
MG839024	41.932
MG839023	41.856
MG839022	41.799
MG839021	41.797
MG839020	41.558
MG839019	41.934
MG839018	41.553
MG839017	41.555
MG839016	41.77
MG839015	41.555
KT624200	221.908
GQ357915	157.486
MK796797	36.515
MK719754	80.206
MK719753	80.341
MK719752	80.336
MK719751	80.341
MK719750	84.615
MK719749	80.237
MK719748	81.39
MK719747	80.342
MK719746	81.595
MK719745	80.27
MK719744	80.341
MK719743	80.342
MK719742	82.164
MK719741	80.355
MK719740	80.284
MK719739	80.34
MK719738	80.342
MK719737	83.415
MK719736	80.342
MK719735	80.342
MK719734	80.785
MK719733	80.361
MK719732	81.477
MK719731	80.342
MK719730	84.608
MK719729	80.342
MK719728	81.537
MK719727	80.342
MK719726	80.226
MK719725	80.303
MK719724	82.059
MK719723	80.312
MK719722	80.332
MK719721	80.342
MK719720	80.342
MK719719	80.341
MK719718	80.353
MK719717	80.469
MK719716	80.341
MK719715	80.203
MK719714	81.92
MK719713	80.236
MK719712	80.341
MK719711	80.332
MK719710	82.744
MK719709	80.236
MK719708	80.4
MK719707	80.327
MK719706	80.341
MK719705	81.004
MK719704	80.341
MK719703	80.352
MK719702	80.341
MK719701	80.24
MK759918	49.952
MK796244	121.089
MK737941	56.699
MK759854	44.605
MH518298	47.475
MK494128	50.577
MK494127	50.079
MK494110	58.93
MK494096	50.828
MK524517	59.617
MK524514	51.304
MK524513	52.595
MK524511	51.202
MK524507	52.147
MK524506	53.598
MK524503	60.228
MK524499	53.565
MK524496	50.062
MK524494	42.43
MK524493	41.901
MK380016	41.109
MK359343	58.397
MK359341	50.013
MK359320	76.34
MK359315	57.754
MK359312	50.35
MK359307	58.069
MK310146	41.902
MK310140	50.574
MK305886	58.666
MK380015	41.397
MK380014	44.122
MK284519	50.078
MK284518	47.343
MK112543	49.943
MK112556	58.079
MK016504	59.093
MK016502	75.675
MK016498	76.023
MK016496	58.575
MK016491	76.377
MH926062	71.722
MH834617	58.423
MH744415	58.569
MH825707	58.106
MH727554	48.545
MH727548	57.861
MH651188	57.726
MH651183	58.009
MH651169	58.098
MH669014	58.604
MH669012	57.526
MH669010	57.989
MH669009	55.767
MH669005	58.962
MH669003	57.754
MH669001	59.482
MH632119	58.731
MH590602	57.955
MH590598	53.058
MH590596	57.001
MH590592	72.658
MH590587	76.915
MH513975	48.504
MH536825	50.721
MH509442	60.43
MH479920	41.902
MH450128	49.412
MH450127	41.722
MH450124	50.57
MH450119	50.571
MH399784	58.102
MH399771	53.123
MH371115	55.727
MH371116	41.88
MH371119	41.88
MH371120	58.297
MH371121	48.024
MH155871	58.074
MH155866	54.685
MH155865	59.815
MH153804	53.912
MH077585	57.742
MH077584	41.901
MH077580	54.356
MH077578	57.797
MH077583	50.84
MH051257	56.515
MH051248	53.618
MH045569	41.441
MH020246	71.651
MH020243	57.455
MH020242	57.455
MH020235	57.737
MH000607	75.565
MH001456	41.456
MH001455	41.901
MH001448	57.256
MG925354	56.867
MG872843	76.299
MG872838	70.883
MG757161	50.878
KT347314	41.901
KC691255	75.736
JN020141	59.315
MG812492	50.042
MG812488	57.036
MG770213	57.159
MG099943	71.807
MG099953	75.896
MF919524	75.808
MF919541	73.697
MF919540	74.576
MF919535	76.169
MF919529	73.495
MF919525	77.053
MF919506	76.217
MF919497	41.903
MG009575	70.373
MF472895	50.283
MF668281	57.789
MF668272	41.903
MF668271	55.765
MF668270	56.418
MF373840	50.053
MF185732	50.856
MF141540	45.389
MF190168	55.735
MF185729	50.898
KY965064	56.663
KY965063	48.596
KY471267	55.094
KY464936	49.156
KY471460	52.715
KY385384	56.335
KY549152	75.215
KY348865	57.647
KY319168	76.483
KY012363	57.155
KX817173	76.944
KX808131	59.346
KX808129	50.883
KX670788	50.899
KX664448	50.841
KX588251	41.901
KX610764	60.19
KX664455	41.901
KX640831	50.087
KX683423	50.657
KX641266	41.077
KX641265	41.077
KX670828	50.066
KX611831	75.779
KX576644	58.608
KX534004	42.429
KX507362	50.866
KX443326	41.901
KU985091	50.892
KU865303	74.896
KU865302	54.751
KU984914	50.839
KU578077	50.877
KT895281	56.669
KT895280	56.275
KT365399	41.893
KT381277	50.797
KT355472	41.901
KT281796	69.653
KT281795	55.617
KT281793	57.766
KT281792	55.094
KT326767	50.081
KT359365	50.841
KT373978	75.114
KT309034	59.652
KT279576	57.293
KR997968	58.671
KR997931	58.456
KR997930	59.416
KR935214	56.826
KT020852	74.655
KT222942	75.339
KT222941	72.79
KR824843	58.338
KR080204	75.796
KR080202	44.492
KR080198	45.161
KR080197	44.576
KM923970	41.903
KP027195	78.229
KP027202	50.877
KP017310	49.267
KP017311	50.989
KM652553	57.328
KM597530	58.985
KM592966	50.066
KM233454	50.882
KM402757	58.472
KM347889	59.419
KM101124	60.285
KM279937	60.727
KM101122	54.986
KM101119	50.768
KM066034	57.052
KM215148	53.636
KJ829260	70.214
KJ025956	57.775
KF493883	74.533
KF562102	76.217
KF562101	75.894
KF562100	76.323
KF562099	74.21
KF024730	69.815
KF416343	76.483
KF306380	77.367
KF024732	74.533
KF024723	57.155
KF017005	58.043
KF017004	54.314
KF017002	72.108
KF114874	59.179
KF188414	76.131
KC661280	59.626
KC748971	76.179
KC748969	76.479
KC661278	56.279
KC661277	74.711
KC661272	50.891
JX411620	58.866
JX121091	58.55
JQ300538	61.164
JN699012	59.016
JN699002	41.901
JN698996	56.461
JN698994	60.588
JN698993	71.341
JN859129	55.363
JN687951	52.481
JN542517	54.411
JN412593	41.65
JN412590	76.174
JN391441	74.675
JN382248	76.26
JN398368	57.387
JF937106	75.973
JF937102	57.278
JF937098	55.6
JF937096	76.049
JF937093	58.899
JF704114	50.963
JF704111	47.78
JF704117	56.719
JN020143	59.794
JN020142	57.701
JN006062	75.706
JN006061	75.933
HQ728524	59.23
GQ303265	74.491
GQ303261	41.901
FJ973624	41.441
FJ174693	58.578
FJ174690	58.471
EU816591	75.811
EU816590	58.037
EU816588	76.312
EU568876	41.901
EF536069	58.692
DQ398050	56.692
DQ398041	74.483
AY129335	69.777
AY129331	75.931
AY129330	59.471
MK656892	136.528
KY926699	29.284
KY926698	29.342
KY888143	30.189
MK521906	49.37
MK224592	61.276
MK814762	39.184
MK814748	52.907
MK757448	15.675
MK757447	41.797
MK524531	52.364
MK629526	5.342
MK521907	106.104
MK521905	39.519
MK521904	50.381
MH160767	80.732
MF041990	39.13
MH115576	52.031
MK685667	49.482
MH370375	112.564
MH370387	41.391
MH370386	111.447
MH370385	43.119
MH370384	43.119
MH370383	50.593
MH370382	50.591
MH370381	43.118
MH370380	110.926
MH370379	116.832
MH370378	110.091
MH370377	110.091
MH370376	111.999
MH370374	43.467
MH370373	43.467
MH370372	43.876
MH370371	157.013
MH370370	158.11
MH370369	110.664
MH370368	157.946
MH370367	110.926
MH370366	112.582
MH370365	43.421
MH370364	49.818
MH370363	42.976
MH370362	43.118
MH370361	42.441
MH370360	42.439
MH370359	42.621
MH370358	43.468
GQ919031	90.435
MK689364	276.734
MG944236	47.046
MG944234	46.503
MG944233	48.669
MG944231	46.281
MG944229	49.612
MG944228	46.48
LC465543	168
JQ287645	76.107
KT945994	41.098
KM378617	56.637
KJ920400	45.648
KF926093	128.546
KC171647	38.88
KC171646	40.931
KC460990	42.724
GU967410	48.211
EU030939	15.33
EU030938	15.135
MK721200	39.115
MK721192	147.289
MK721186	41.418
MK721199	41.141
MK721191	40.685
MK693030	140.938
MK686072	42.73
MK620905	41.807
MK620904	39.171
MK620903	41.8
MK620902	41.606
MK620901	39.191
MK620899	122.563
MK620895	41.812
MK672798	59.463
MK651787	41.912
MK629529	5.494
MK629528	42.291
MK629527	6.09
MK629525	5.49
MK599416	45.367
MK552105	50.984
MK639187	169.744
MK673511	53.965
MK584893	140.654
MK721198	18.415
MK721197	18.366
MK721196	18.136
MK721195	17.927
MK721194	58.018
MK721193	18.186
MK721190	41.133
MK721189	58.4
MK721188	17.966
MK721187	40.429
MK721185	18.286
MK721184	18.818
MK721183	18.737
MK685668	40.058
MK560763	48.016
MG649967	128.602
MG649966	128.241
MF153391	44.517
MH051333	151.671
MK075006	44.311
MK075005	40.011
MK075004	49.795
MK075003	42.565
MK075002	43.851
MK075001	45.164
AB797215	159.991
KY000079	97.177
MK310183	76.641
MK570225	55.244
MK577502	168.962
MK599315	304.671
MK449012	34.293
MK449011	37.554
MK449010	37.029
MK449009	40.047
MK449008	43.572
MK449007	34.464
MK449006	36.493
MK449005	40.231
MK449004	36.4
MK449003	40.81
MK449002	39.641
MK449001	36.232
MK449000	40.738
MK448999	35.105
MK448998	42.341
MK448997	48.058
MK448996	37.871
MK448995	41.682
MK448994	39.286
MK448993	40.339
MK448992	33.8
MK448991	33.345
MK448990	42.506
MK448989	20.214
MK448988	36.699
MK448987	44.767
MK448986	37.934
MK448985	36.044
MK448984	35.422
MK448983	39.898
MK448982	37.127
MK448981	32.773
MK448980	40.798
MK448979	39.888
MK448978	39.587
MK448977	41.512
MK448976	37.381
MK448975	41.107
MK448974	40.618
MK448973	40.673
MK448972	35.057
MK448971	44.039
MK448970	45.96
MK448969	33.123
MK448968	39.734
MK448967	37.969
MK448966	40.757
MK448965	40.925
MK448964	35.302
MK448963	31.625
MK448962	32.917
MK448961	39.352
MK448960	41.08
MK448959	40.527
MK448958	41.286
MK448957	46.761
MK448956	41.305
MK448955	41.634
MK448954	40.953
MK448953	43.679
MK448952	40.157
MK448951	38.785
MK448950	42.236
MK448949	41.323
MK448948	38.824
MK448947	40.618
MK448946	44.73
MK448945	39.144
MK448944	43.424
MK448943	34.125
MK448942	25.927
MK448941	45.151
